设备序列号,设备型号,设备名称,设备版本,所属于客户,城市,服务开始日期,巡检周期/天,服务结束日期,维保月数,服务等级,维保服务,SO单号,设备详细地址,设备联系人,设备联系人电话,备注
451641000160,FAS2520,,,北京影立方电影科技有限公司,（广东）佛山,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000161,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000162,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000157,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000158,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000155,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000156,FAS2520,,,北京影立方电影科技有限公司,（黑龙江）哈尔滨,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000141,FAS2520,,,北京影立方电影科技有限公司,（吉林）,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000142,FAS2520,,,北京影立方电影科技有限公司,（吉林）,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000117,FAS2520,,,北京影立方电影科技有限公司,（山东）济南,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000118,FAS2520,,,北京影立方电影科技有限公司,（山东）济南,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000135,FAS2520,,,北京影立方电影科技有限公司,（四川）绵阳,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000136,FAS2520,,,北京影立方电影科技有限公司,（四川）绵阳,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000143,FAS2520,,,北京影立方电影科技有限公司,（山东）青岛,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000144,FAS2520,,,北京影立方电影科技有限公司,（山东）青岛,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000147,FAS2520,,,北京影立方电影科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000148,FAS2520,,,北京影立方电影科技有限公司,（广东）深圳,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000121,FAS2520,,,北京影立方电影科技有限公司,（山东）威海,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000122,FAS2520,,,北京影立方电影科技有限公司,（山东）威海,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000163,FAS2520,,,北京影立方电影科技有限公司,（山东）潍坊,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000164,FAS2520,,,北京影立方电影科技有限公司,（山东）潍坊,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000145,FAS2520,,,北京影立方电影科技有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000146,FAS2520,,,北京影立方电影科技有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000153,FAS2520,,,北京影立方电影科技有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451641000154,FAS2520,,,北京影立方电影科技有限公司,（湖北）武汉,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000137,FAS2520,,,北京影立方电影科技有限公司,（陕西）延安,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
451644000138,FAS2520,,,北京影立方电影科技有限公司,（陕西）延安,2023-02-01 00:00:00,90,2024-10-31 00:00:00,21,NBD,合同生效中,E002130376,,,,
211515000343,FAS2520,,,博格步（厦门）轻工制品有限公司,（福建）厦门,2024-01-31 00:00:00,90,2025-01-30 00:00:00,12,NBR,合同生效中,E002486163,,,,
600000213792,FAS2240,,,博格步（厦门）轻工制品有限公司,（福建）厦门,2023-01-18 00:00:00,90,2024-01-17 00:00:00,12,NBR,合同已过保,4510412107,,,,
600000213807,FAS2240,,,博格步（厦门）轻工制品有限公司,（福建）厦门,2023-01-18 00:00:00,90,2024-01-17 00:00:00,12,NBR,合同已过保,4510412107,,,,
451602000035,FAS8040,,,上海天马微电子有限公司,（福建）厦门,2023-02-01 00:00:00,90,2023-10-31 00:00:00,9,NBR,合同已过保,4510521604,,,,
451550000041,FAS2520,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451550000042,FAS2520,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451650000118,FAS8020,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451650000119,FAS8020,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451640000150,FAS8020,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451640000151,FAS8020,,,中国银行股份有限公司,（山东）青岛,2023-01-01 00:00:00,90,2024-12-31 00:00:00,24,"4HD,NRD",合同生效中,E002164657,,,,
451550000041,FAS2520,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
451550000042,FAS2520,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
451650000118,FAS8020,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
451650000119,FAS8020,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
451640000150,FAS8020,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
451640000151,FAS8020,,,中国银行股份有限公司,（山东）青岛,2025-01-01 00:00:00,90,2025-12-31 00:00:00,12,"4HD,NRD",合同未生效,E004126582,,,,
CCD4012P0BM,BSWITCH-6505,,,中国银行股份有限公司,（山东）青岛,2024-12-01 00:00:00,90,2025-12-31 00:00:00,13,4HD,合同未生效,E004126582,,,,
CCD4012P0BT,BSWITCH-6505,,,中国银行股份有限公司,（山东）青岛,2024-12-01 00:00:00,90,2025-12-31 00:00:00,13,4HD,合同未生效,E004126582,,,,
CCD4012P0BV,BSWITCH-6505,,,中国银行股份有限公司,（山东）青岛,2024-12-01 00:00:00,90,2025-12-31 00:00:00,13,4HD,合同未生效,E004126582,,,,
CCD4026P03M,BSWITCH-6505,,,中国银行股份有限公司,（山东）青岛,2024-12-01 00:00:00,90,2025-12-31 00:00:00,13,4HD,合同未生效,E004126582,,,,
FB7500N108377,ATTO 7500N,,,中国银行股份有限公司,（山东）青岛,2024-07-01 00:00:00,90,2025-12-31 00:00:00,18,4HD,合同生效中,E004126582,,,,
FB7500N108386,ATTO 7500N,,,中国银行股份有限公司,（山东）青岛,2024-07-01 00:00:00,90,2025-12-31 00:00:00,18,4HD,合同生效中,E004126582,,,,
FB7500N108389,ATTO 7500N,,,中国银行股份有限公司,（山东）青岛,2024-07-01 00:00:00,90,2025-12-31 00:00:00,18,4HD,合同生效中,E004126582,,,,
FB7500N108390,ATTO 7500N,,,中国银行股份有限公司,（山东）青岛,2024-07-01 00:00:00,90,2025-12-31 00:00:00,18,4HD,合同生效中,E004126582,,,,
451408000119,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
451408000120,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
450000051298,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
450000051286,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
451408000121,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
451408000122,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
450000051315,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
450000051303,FAS6290,,,中国人寿保险股份有限公司北京市分公司,上海,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527182,,,,
451408000119,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
451408000120,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
450000051298,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
450000051286,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
451408000121,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
451408000122,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
450000051315,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
450000051303,FAS6290,,,中国人寿保险股份有限公司,上海,2024-05-08 00:00:00,90,2025-04-18 00:00:00,12,"4HD,NRD",合同生效中,E003435260,,,,
9418906785,X1971A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9419203788,X1937A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9419204653,X1937A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9454412714,X1971A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9454413146,X1971A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9496558265,X1937A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
9496561523,X1937A,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
51011200190,CN1610,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,4HR,合同生效中,E000621145,,,,
51011200521,CN1610,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,4HR,合同生效中,E000621145,,,,
60311200143,CN1610,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,4HR,合同生效中,E000621145,,,,
60311200250,CN1610,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,4HR,合同生效中,E000621145,,,,
450000002417,FAS6240,,,交通银行股份有限公司太平洋信用卡中心,上海,2023-10-01 00:00:00,90,2024-09-30 00:00:00,12,"4HR,NRD",合同生效中,E000621145,,,,
451442000046,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000045,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000044,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000043,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000056,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000055,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000058,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451442000057,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451505000131,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451505000130,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451539000161,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,E000621145,,,,
451539000160,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451539000171,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451539000170,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000169,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000168,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000171,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000170,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000173,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451545000172,FAS8060,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451630000038,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451630000037,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451640000090,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451640000089,FAS8040,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451640000088,FAS8040,,,中原银行股份有限公司,（河南）信阳,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451640000087,FAS8040,,,中原银行股份有限公司,（河南）信阳,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451747000176,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451747000175,FAS8020,,,中原银行股份有限公司,（河南）郑州,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,4HD,合同已过保,4510527763,,,,
451640000090,FAS8040,,,中原银行股份有限公司,（河南）信阳,2024-04-01 00:00:00,90,2025-03-31 00:00:00,12,4HD,合同生效中,E003507849,,,,
451640000089,FAS8040,,,中原银行股份有限公司,（河南）信阳,2024-04-01 00:00:00,90,2025-03-31 00:00:00,12,4HD,合同生效中,E003507849,,,,
451640000088,FAS8040,,,中原银行股份有限公司,（河南）郑州,2024-04-01 00:00:00,90,2025-03-31 00:00:00,12,4HD,合同生效中,E003507849,,,,
451640000087,FAS8040,,,中原银行股份有限公司,（河南）郑州,2024-04-01 00:00:00,90,2025-03-31 00:00:00,12,4HD,合同生效中,E003507849,,,,
451629000031,FAS8020,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000032,FAS8020,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000033,FAS8020,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000034,FAS8020,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000035,FAS8040,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000036,FAS8040,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000037,FAS8040,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
451629000038,FAS8040,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
9496521573,PAMIIFLASHC ACHE,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
9496521585,PAMIIFLASHC ACHE,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
9496525816,PAMIIFLASHC ACHE,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
9496525945,PAMIIFLASHC ACHE,,,三峡人寿保险股份有限公司,重庆,2023-12-16 00:00:00,90,2024-12-15 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N125727,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N125734,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N125736,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N126094,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N125531,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N125534,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N126076,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
FB6500N126098,ATTO 6500N,,,三峡人寿保险股份有限公司,重庆,2023-12-20 00:00:00,90,2024-12-19 00:00:00,12,NBD,合同生效中,E002051208,,,,
451545000107,FAS8020,,,中国银行股份有限公司,（辽宁）大连,2022-12-27 00:00:00,90,2024-12-26 00:00:00,24,"4HD,NRD",合同生效中,E001960488,,,,
451545000108,FAS8020,,,中国银行股份有限公司,（辽宁）大连,2022-12-27 00:00:00,90,2024-12-26 00:00:00,24,"4HD,NRD",合同生效中,E001960488,,,,
451630000071,FAS8020,,,中国银行股份有限公司,（辽宁）大连,2022-12-27 00:00:00,90,2024-12-26 00:00:00,24,"4HD,NRD",合同生效中,E001960488,,,,
451630000072,FAS8020,,,中国银行股份有限公司,（辽宁）大连,2022-12-27 00:00:00,90,2024-12-26 00:00:00,24,"4HD,NRD",合同生效中,E001960488,,,,
451528000171,FAS8040,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527529,,,,
451528000172,FAS8040,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527529,,,,
451545000074,FAS8020,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527529,,,,
451545000073,FAS8020,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527529,,,,
451530000237,FAS8080,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451530000236,FAS8080,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9483789762,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9483790515,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9483790565,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9496520115,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451519000025,FAS8060,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527186,,,,
451519000024,FAS8060,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527186,,,,
451602000067,FAS8060,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451602000068,FAS8060,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451620000017,FAS8080,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451620000018,FAS8080,,,中国银行股份有限公司,（北京）黑山扈,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451519000026,FAS8060,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451519000027,FAS8060,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451620000015,FAS8080,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
451620000016,FAS8080,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9496512388,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
9496512651,PAMIIFLASHC ACHE,,,中国银行股份有限公司,（上海）张江,2023-01-01 00:00:00,90,2024-03-31 00:00:00,15,"4HD,NRD",合同已过保,E002450560,,,,薛总群里发的维保时间
450000043629,FAS6250,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-03-31 00:00:00,3,"4HD,NRD",合同已过保,4510527186,,,,
450000043631,FAS6250,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-03-31 00:00:00,3,"4HD,NRD",合同已过保,4510527186,,,,
451444000074,FAS6250,,,中国银行股份有限公司,北京,2023-01-01 00:00:00,90,2023-12-31 00:00:00,12,"4HD,NRD",合同已过保,4510527186,,,,
